453,宋三七,这是第三次看这部电影，不论从什么方面讲，每次看都能给我带来新的感受。女主性格真的很讨人喜欢，就像男主电影结尾说的那样，谁会不喜欢她呢。希望每个看完这部电影的人都能开心啊。
452,叶限的鱼,希望看这部电影的小伙伴们，不管是未成年还是已长大，不管是在读书还是已工作，都能做好现在，不变成像男主爸爸那样对生活不满对过去后悔对下一代看不起的人。
451,叶限的鱼,只有青梅没有竹马越长大越变成女汉子了，唉老天没有赐给我一个竹马。好喜欢这部电影，百看不厌。
450,狡啮慎也ww,看完了之后什么都不知道 只知道男主角好帅舔舔舔
449,催清晓,看这种电影开弹幕，只会影响观影时心情的纯粹。
448,TYOOO,我的青梅竹马全是亲戚，根本不能恋啊
447,搬运工233,i flipped！
446,xgg生日万岁,少女心…
445,亦凉酱,摸摸你
444,HSjhaaj,第一次看的时候并没有什么感觉，当自己经历过后再次看才知道其中的美好
443,凉衫薄,哎，每次看都是那样的好看。。。。。人家小小年纪就怦然心动了，为什么我一把年纪还是单身狗 （/TДT)/
442,EmeraldSplash,在弹幕里表白就像在微博上转发锦鲤一样，然并卵(笑)
441,EmeraldSplash,屏蔽了所有表白弹幕，没有喜欢的人也没有被人喜欢，看到表白的觉得烦（ji）人（du）(笑)
440,EmeraldSplash,最后两个人种树那，简直不能更甜，前面的所有铺垫就是为了最后啊(笑)
开弹幕简直了，谁稍微说一点让人不满意的话马上一堆人骂，啧，角色的复杂度不慢慢看怎么看得全。说什么洗白，人家根本都没有黑过。
青春期的小鬼本来就是又冲动又蠢的，但是同时也纯真又可爱。不要长大了就忘记自己的熊孩子时期了……(笑)
439,Pi日起来好紧,http://tieba.baidu.com/p/2478603811 笑尿
438,AMIAO,喜欢...
437,诶-----,一群人在争女主美不美也是醉了，片子的主题是女主的脸吗
436,丶眠兔,即使以为自己放弃了不再爱他了，但再见到他还是会怦然心动，喜欢的感觉其实一直都在。
435,一只萱仔,男主太帅 这片子超赞（≧∇≦）
434,面瘫基,男主眼睛真的很美 我很久很久很久以前看的 全程盯着他眼睛 同学说这是女屌丝的逆袭哈哈
433,鱼豆草,不喜欢的越是死缠烂打就越是不喜欢，或许就是因为距离太近导致根本没有机会去真正了解对方
432,非攻in,男主帅炸
431,大城小镇,庭有枇杷树,吾妻死之年所手植也,今已亭亭如盖矣。
430,pannyshim,(￣ε(#￣)
429,间桐彻夜,我连在弹幕里表白的勇气都没有。。真羡慕你们这些异性恋啊。。。
428,空城KAI,先听Innocence场面温馨爆了(｀・ω・´)
427,良家花季少女,看多少遍都不够
426,天下御免的十八,还好是***看的
425,啊葵大总攻,想谈恋爱了哭…(╯°口°)╯(┴—┴
424,梁量两宫春日的忧郁,青梅竹马都毕业了。不认得我啦！
423,小丑鱼就是我,_(:3」∠)_ 新手做了个它的剪辑 http://www.bilibili.com/video/av2615740/
422,深拥不离,好棒的电影(=・ω・=)
421,ねこね,╮(￣▽￣)╭不知不觉就结束了，意犹未尽呐
420,Enter圣,挺有意思的
419,う触水終月,2015.7.22补完留念~~青梅竹马什么果然好有爱啊~~
418,浮城少年,已脑补10w字青春小说(￣3￣)
417,SP东贺,这才是青春片该有的姿态，虽然这种青春我并没有经历过，和我一毛钱的关系都没有，但是看了就会有认同感。国内的青春片都是熟悉的场景都是同样的黄种人，但是拍出来就是没有认同感，这才不是我的青春
416,包子喊你回家啦,因为没对象！
415,QYY11,好看好看 特别青春小清新 有点灰姑娘和王子故事的感觉 看到最后真的明白怦然心动
414,孤高の熊,一屏幕的表白有什么用  还是会被拒绝啊2333333333(｡･ω･｡)
413,方和凉,时间看的心抽
412,sirlonely,看完心里空空的，不知道为什么
411,銀時可愛いいいい,太爱这部电影
410,海号子mouse,看完惹，说实话这部电影没让我怦然心动，总之爷爷好评
409,601511156,整体大于部分之合(ಥ_ಥ)我只想到了政治第四册整体与部分的辩证关系
408,苍穹盛夏仰望那丝余光,好评太赞了青梅竹马的恋情喜欢!!!!!!!!!!!!(⌒▽⌒)
407,萌萌哒奶昔酱,太赞了！！！！！！！！！！！！！！！！！！！！！
406,苍井春,小loli不就是生化危机演白皇后的那位嘛
405,Koume°酱,虽然虐狗，但是好甜，虐的我心情舒畅(;¬_¬)
403,小小小狸子,女主才是完美的那一个啊，懂事勇敢聪明热情坚韧孝顺有梦想有才华有品德，完美的不像话，感觉书中才会有这么完美的存在，外貌什么的其实真心无所谓了。倒是男主其实除了英俊点，其他的乏善可陈，相当平庸。的确配不上女主，总感觉如果后期不加紧步伐，会被甩的。。。。。
402,小小小狸子,我一定会是一个整体大于部分之和的人！。。。。。。。。。因为部分之和太低，不大于就不及格咩哈哈哈哈
401,TURMEN,虐狗系列！！！
400,窝是变态,看完这个我发现我超讨厌地中海
399,鱼浅深,其实就是两个互相喜欢的人差了一步最后同步的虐狗电影(&gt;﹏&lt;)
397,蠢美咲一生推,表示竹马虽然长得小清新，但是感觉性格忧郁消极，是我最讨厌的那种性格。但有时候他又会笑的很灿烂（形容不出来就用这个代替了=_=）感觉他在别人面前就要腼腆一些，在我面前就各种扯淡〒_〒但是（又是但是）中间发生了很多事，上个月还是上上个月，他好像把我删了我QQ。果然他好像喜欢我是人生错觉之一→_→重点是现在，我只想用我一生节操咒他变成基佬，不用说，肯定是个受(●￣(ｴ)￣●)
396,食五味,看哭了、好萌
395,来钱钱来,遇到如此绚丽的人谁会想这躲呢？可惜这样的人从来不归我......
终于明白S女王为何被老佛爷说是绚烂的女人
394,bl君,我是失恋之后看的，感觉被安慰到了，希望你也能遇到下一个
393,_Green眸_,gay蜜推荐我来看，因为我暗恋了好久的人告诉我他有喜欢的人了。
看了看评论，我决定不看了。
别人的故事终究是别人的。
我喜欢他10年，尽管没有结果，但我并不后悔。
392,Yukii1996,看了好多遍 
391,你发现了一只萌货,封面这么任性真的好吗(抠鼻)
390,梳挽,感觉他们的爱情好纯洁  颜值也好高(^・ω・^ )
389,父嫁舔足同好会,一直觉得男主配不上女主。从砍树那里开始我已经爱上女主了，女主的那份纯粹只属于电影小说动画里的。
388,Nqrse°,卡粗翔来了/(ㄒoㄒ)/~~
387,因霜,(´；ω；`)今天才梦到竹马拉着我的手一直跑 可是我们已经分开三年了
386,新房45度角,有一个20年的青梅竹马的我来说，在一起什么的真的是弱爆了(〜￣△￣)〜
385,雪中的血人,青梅竹马不是用来NTR的吗？
384,羽sally,（￣▽￣）
383,xxRingo,我是说 小时候
382,xxRingo,在我的审美里 妹纸真是美的惊为天人噜(｡･ω･｡)
381,yoyopunny,刚和前任认识时，就推荐了，但一直没放到心上。几年过去了，再来看这部，愈发觉得遗憾。遇到一个绚烂的人，不是那么容易的事。
380,李子美如画,ε=ε=(ノ≧∇≦)ノ好喜欢这种风，剧情不快不慢而且是双向的，送上硬币
379,麻里的里,这封面是什么鬼………………
378,草莓一叽咕,每次就想打开瞄一眼帅帅的男主。结婚总是不由自主的看完，第三遍了。
377,御の白焔,看完之后我是这样的(⌒▽⌒)(￣3￣)
376,Fdgjn,留爪 话说男女主都好萌 两个哥哥也好帅的！(＊￣︶￣＊)
375,朝庚葵,女主好有气质，好漂亮！两个哥哥也是帅哭了（￣▽￣）
374,来国俊,这两人各种萌萌，推(｀・ω・´)
373,食草西,羡慕哭/(ㄒoㄒ)/~~ 别人家的青梅竹马 
372,映画室古着,因为超喜欢的《怦然心动》里juli的衣服，所以找了做日本外贸单的工厂开始定制女主的衣服，要求品质好但不贵啦啦啦啦，
现在样衣已经出来了，很美好很接近电影原版，手感质感都好赞，并且不贵，妹纸感兴趣关注微博：映画室-古着，http://weibo.com/yinghuashiguzhuo ，即时知晓juli衣着定制进展哦~
371,WLamyW,好像叫男生是叫竹马？？？？？不造啦。。。。不管啦。。。。。。
370,WLamyW,看完真是羡慕死两情相悦的青梅竹马了。想一想我从小学到现在大一的单恋青梅史，真是虐哭，可能会等他结婚了才真正放下吧。。。。。（刚知道他和他小学时喜欢的女生在一起了真是又为他开心，又为自己心酸）。。。。。
369,不是行星饭,好喜欢真的好喜欢 谢谢up主！！！
367,前方幽能,有人住高楼，有人在深沟，有人光万丈，有人一身锈，世人万千种，浮云莫去求，斯人若彩虹，遇上方知有。——怦然心动  （翻译:韩寒）
366,谜一样的小学生,看完小说我打算再看看电影。然而我并没有一颗无花果树，更没有一个青梅竹马。
365,榴花不见簪秋雪,无意中搜到这部电影，发现居然是以前看的一部电影，但因为时间太久忘记了影名，现在看见了真的好激动好激动好激动啊啊！！！！！！！！！(▔□▔)/(▔□▔)/(▔□▔)/
364,Ultision,论家庭教育的重要性。
363,何处可采兰,幸好男主喜欢上女主的时候还不算晚
362,564546,很好看
361,娟卷圈,最爱的电影加一
360,Peppermint01,从高一谈到高三 马上毕业了 还和当初一样喜欢他 真的是怦然心动的感觉
359,Peppermint01,最爱的电影 
358,邓景丰,看完了电影，好空虚啊!但是我想说一句，新垣结衣，我喜欢你啊!
357,空城KAI,已经看过11遍了(｀・ω・´)
356,承安N,好棒啊，但是这种小清新电影不适合我这种糙汉★
355,大侠东方未明,好温暖，还有什么类似的电影
354,玩不来辅助线的渣,←_←哎，我还是好好学习算了。人丑多读书(〜￣△￣)〜
353,悠然哥哥,可是我为什么没有
352,二宫c酱,qwqqqqq 看完都不知道说什么好了.. 心里好暖 眼泪还没干
351,彩虹skittles,真是怦然心动，我从未有过的感觉！
350,一言不合就杀人,看过了躺在床上想起来看了个开头就停不下来了。又看了一遍。百看不厌
349,坂田ゆうこ,女主越看越好看
348,橙预,同学长得超像男主
347,郁郁青衿是吾生,好TM赞啊啊啊啊啊啊阿阿
345,我试了三年了,ε=ε=(ノ≧∇≦)ノ好萌好萌
344,消昔灵通,有青梅  但是没有竹马(=・ω・=)
343,阿囧琉斯,好戳泪点，尤其是女孩家里吵架那段，我小时爸妈也经常吵架，我和爸爸因为两个人性格都内向的缘故交流很少，形同陌生，现在他已经去世了，看着片子里的爸爸吵完架还回头安慰小女孩就觉得好想爸爸，虽然我们从来不会这样交流交心，但还是想
342,爆炸艺术o,从初中开始初恋 高三毕业分手 现在大1
341,爆炸艺术o,哈哈哈好想谈恋爱这句好可爱
340,温存的竹笋,啊啊啊啊啊啊啊啊妈蛋好想谈恋爱啊(●￣(ｴ)￣●)
339,電砲飛腳,长得好看的人才能在十几岁的时候谈对象，大家照完镜子看过身份证就赶紧洗洗睡吧
338,饱和入口,正准备享用
337,内幕没商量,好羞涩啊，评论这么好看的纯情电影。⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄
336,Dora阿萌°,（/TДT)/从初中开始初恋 高三毕业分手 现在大二 还是很喜欢他
没救了
335,旧时宛转,很好看，对于那句经典到不行的台词实在很深刻。何其有幸，遇到一个如彩虹般绚丽的人，即使他不过是你的过客，但是我想，他教会了我成长。
333,最北的南,在看小说，来重温一下电影版。
332,西门饭盒,回复 @lemon帕斯:别激动别激动～(￣▽￣～)2333333
331,无语烦KYON,记得发视频(°∀°)ﾉ
330,鸦。,看过好多遍。还是很喜欢 不想写多深刻的评论 一家之见只是浅薄。至于我的故事，恩，我想有些东西就应该说给懂的人听。
依旧记得，那个会因为我而脸红的少年。并且一直想念。
等你一场怦然心动，在最好的未来等最好的你。
329,Mathura,很久以前看过一次，再看还是有很多感触，想到自己第一次喜欢上的那个人。记得有一次我们一起留在学校打扫卫生，我开玩笑说：你知道吗我们班有很多女生都喜欢你，然后他问：那你呢？如果当时我能勇敢一点回答他或许我们就能在一起了。有遗憾，不过现在想想没能在一起反而更加记忆深刻，很喜欢那时那种纯粹的感情，我会用一辈子记住的。
328,小皮皮鲁,喜闻乐见
327,RachelBas,些许感触，也许需要一场恋爱了
326,我不是针对你,治愈QAQ
325,moiohno,反复看了很多次的片子，刚开始花痴男主角，后来喜欢上女主角，讨厌男主角，再后来觉得男孩子也是不错的&gt;P
324,阿克·萌德,宝贝儿（⌒▽⌒）
323,kotokonaoki,最后女主的衣服好漂亮啊 可惜淘宝找不到
322,德礼轻骑兵,我竟然在b站用心看完了一部少男少女纯爱片。。。看完后感觉我的人生错过了好多东西，也从未如彩虹般绚丽。（/TДT)/
321,这是个壕名字,结尾感觉有些仓促，至少要看到结婚。我觉得
319,July未央,从十二岁就开始想要早恋……却发现早恋不是一个人想想就可以的事情……现在都已经过了早恋的年纪了_(:3」∠)_
318,支仓小桃,对于单身狗最大的攻击是，过了早恋的年纪却还没有初恋
317,惟珏,如果没有拒绝早恋 现在会不会拥有你幸福快乐的陪伴、该死的高考、
315,lemon帕斯,一直在想如果当年我先勇敢迈出一步的话 初恋可能也不会无果而终，如果当年他能大胆些告诉我的话…也不会变成现在这种老娘需要为相亲东奔西走的地步啊！！！fxxk！！！老娘居然会活不见人死不见尸的喜欢了十年！！！脑子被驴踢了么！憋让老娘见到他！见一次揍一次！！！！！(╯°口°)╯(┴—┴
314,喧囂的潮吹,感觉人人这版字幕不如专题里1080版的翻得好啊
313,anarchy12,..
312,西迟迟,好萌(｡･ω･｡)
311,菲特今晚留下来,（/TДT)/
310,辣条味奶糖,我小时候都特么在干什么！！！
309,米宗并不好吃,为什么要在片尾那么美好的地方提树歪了这个事呢/手黄再
308,落英狂客,四年过去，片中人事，清纯依旧，而温故之人，已然大叔
307,OTAKU三三,老师她早恋
306,芦荟果冻酱,觉得泪点好多我一定是一个人QAQ 
305,阿鲁巴的手套,看同深受看哭了啊，女主爸妈吵架那边……
家里也因为有过苦难的时间，所以爸妈偶尔吵架几乎都是为了钱的事情吵架，一吵起来就让我害怕。小的时候只知道一个人哭闹，之后两个人也都会找我聊天安慰我。现在大了知道自己去劝架了(｀・ω・´)
304,沉睡的红薯,一见钟情的青梅竹马实在太棒！看的我一颗少女心小鹿乱撞///
五年级的时候偶然路过操场，对一个男生跳绳的样子一见钟情（捂脸），然后每天放学一起回家，还要想方设法避开熟悉的同学。那时候开始偷偷写日记，藏着掖着不让爸妈发现，现在翻看以前的日记真是满满的少女心甜的快要溢出来。
只是后来上了初中各奔东西就断了联系，我们生活的交集可能就停留在了六年级的那个暑假和他给我的一张同学录。至今想起往事心中还是会荡起阵阵涟漪……
303,DesTIny_LH,哈哈哈哈哈哈男主真的太懦弱了好嘛
302,莫咲樱,顶个(°∀°)ﾉ
301,丢不丢,有爱 ●ε ●
300,已知BC无限长,看完莫里斯的情人心里堵得慌，来治愈~(°∀°)ﾉ
299,bohigadzad,当两人频率同步的时候，他们相爱了❤
298,木子小哀,心情不好时就来看看
297,鸡脸皇后,有的人浅薄 有的人金玉其表败絮其中 有一天 你会遇到一个彩虹般绚烂的人 当你遇到这个人后 会觉得其他人都只是浮云而已 -----------------------------------不简单的外公 不好的爱情是 你为一个人失去整个世界 好的爱情是 你通过一个人看到整个世界 一直想努力的充实自己 让自己不断变得比从前更好一点 做一个外公口中内心绚烂的人 这样.........
296,宁柠柠柠柠,超萌超萌超萌QAQ太喜欢啦
295,美国驻中国大使馆,超爱(°∀°)ﾉ
294,犯戒神仙,看了这部片子最大的感受就是男孩要比女孩成熟晚，所以有许多想法和感情男孩是理解不了女孩的
293,红领巾少侠,2015.01.03第11遍打卡！
292,与y,还没有first kiss
291,就是不说话你咬我呀,真正意义上的朋友    有点泪目的感觉
290,南寒ル,好卡......
289,猫尔良,2014年看的最后一部电影~ 好萌~ HN~
288,Kimck夏末,你们两个说小学一年级时的够了hhhhhhhhhhhhhhhhhhh
287,lolicon才是真理,怦然❤动
286,夜刀神够浪w,(&quot;▔□▔)/卡哭了嘤嘤嘤还能不能好好看了
285,白可夫斯基丶,ヽ(`Д´)ﾉ***围观
284,ulusai,flipped 看来好多遍

283,简单De他,ni 比我强  我现在读不知道1年级同座去哪了  一样遗憾 一样渴望
282,crazy_封绝,就这样结局了？
281,pglz,想起当年小学一年级，她层牵着我的手笑迎同学的调侃，如今再见，已是初为人母，听闻她的生活并不太好，这是埋在心底的惆怅，虽然不会在脑海里兴风作浪，但每当想起时就会有不知名的悲伤
280,我想静静EJ丶,本来打了很多字想想没必要，只想说一句b站小学生真多。
279,宅宅们有人爱,已不再是少年
278,君彩,看完感觉没有比这更纯的初恋了……
277,微笑大大,我只有发小，没有青梅竹马23333
276,微笑大大,回复 @飞飞飞飞飞飞Imm :不知道为什么就想赞一下233333
275,景临,非常棒！看的意犹未尽
274,草莓一叽咕,真是让人看得怦然心动~男主好帅(^・ω・^ )
273,Neko不知喵,跟EX推荐过这个电影 Q3Q 希望你喜欢 这真的是我超级超级超级爱的一部电影
272,时雨の殇,怦然❤心动！ 
271,飞飞飞飞飞飞Imm,真正意义上的朋友也就小学认识到现在大学还关系相当好的一个妹子 虽然很戏剧当年为了中考她会老家现在高考她过来读了我却去了外地 我想以后也不会有这样的朋友了 就像亲人的感觉 
270,飞飞飞飞飞飞Imm,哦对了竹马弟弟也长残了(;¬_¬)
269,飞飞飞飞飞飞Imm,看完心动的不行，少女心爆棚。小时候只有一个比我小三岁的竹马弟弟(&quot;▔□▔)/正太脸老娘长那么大都大一了还忘不掉那张正太脸嗯后来我搬家了没有任何的联系方式 记得当时一放学一有空就在一起浪来着Σ(ﾟдﾟ;)还我的竹马弟弟ps好想谈恋爱（￣へ￣）
268,bili不是猪才怪,手y强身 yy强国
267,瓊隱,卧槽真是怦然心动啊啊啊啊啊简直甩了某树之恋的十八条街啊。。。
266,yangzjsm,有同名小说，大家可以去看看！
265,奏议生死之符音,让我想起求婚大作战，建和礼也是青梅竹马，可惜故事的开篇就是，建参加礼的婚礼，男主才明白到他们的这种青梅竹马的感情是爱，通过努力改变，最后是否能坐在礼旁边的新郎是建也没啥遗憾了！这就是人生，有些东西不努力，不争取，是永远没法得到的！
264,浅兮游,青梅竹马最萌了！
不能忍！
263,gload,bravo
262,ROCK大叔,0.0 当年的我们可都没这么开放。。。居然有强推
261,ROCK大叔,好奇有几个是熬夜观看的=。= 这80分钟值了
260,喜美眉,围观中...
259,Edowing,觉得女主哪里像张柏芝我一定是一个人(╯°口°)╯(┴—┴
258,弗拉基米爾·普京,在一起，在一起（￣▽￣）
257,弗拉基米爾·普京,b站微小说系列
256,血之礼赞,每个人都有无可奈何的事情把，感慨世界的凄凉
255,血之礼赞,性格和外貌都像我追过的一个妹子............(〜￣△￣)〜
254,不能承受生命之H,少女心诈尸惹
253,咩掘湿太,我不喜欢女主长大以后...因为她长得像我以前看过并且给我留下很大阴影的恐怖片中的女杀人魔....(&quot;▔□▔)/
252,雪球酱,电影好好看！虽然自己早就过了那个年龄了，但也是有被感动到的啦！(´；ω；`)
251,咿雅哟,可怜的层主 no zuo no cry (〜￣△￣)〜
250,咿雅哟,看得我也是怦然心动啊  男主角太帅了 (￣3￣)
249,轻小说之魂,纯爱赛高- -哦哦哦 好喜欢这部电影 感谢B站推荐 久违大名 终于看完了 
248,灰星蓝雨,我也有青梅竹马，小学到初中的。现在依旧有联系。但没love…只不过上学时候有那种默契。小学我俩开始在一个学校，但都转校了，不过却在一起补课。so补完课经常一起玩。初中时候她考试发挥失常，结果和我考到一个初中，我俩又分到一个班。同学虽然一直不知道我俩关系，但初中也一直保持一种默契。高中她又考试失常，结果又和我考入同样的高中。但她高中花钱上别的学校了，高中就没有太多联系，后来大学她考入北京。异地相隔，就放假的时候见了几次面。嘛，其实有个异性青梅竹马带来更多的是美好的回忆吧。不过我还有个同性的青梅竹马。小学到初中，我俩简直就是现在所说的好基友。放假几乎住在一起……不过当年还不知道基友是啥= =。虽然也不同校了，但关系仍旧相当的好，他学习也超好。不过高中的时候他出了件事被学校开除，然后就出国了，后来回国见了一次面，但以物是人非……以后我再也没有过真正意义上的朋友！也许今生都不会再有了
247,甜木通,写得一手好文章←_←
246,乔巴and提莫,我不是说不要管我嘛(=・ω・=)←_←
245,梦殿,QAQ好棒，幸好没有错过这部剧。
244,****炸,不抓住机会怪谁咯。
243,罐滞,回复 @那时年骚 :光棍节。。。。
242,PatrickTed,好惨（/TДT)/
241,乔巴and提莫,二周目感言：
如此相似的，想到自己七岁的时候被同龄的她推到强吻，再到小学六年的彼此尴尬无语，再到初中的相离不见，再到高中的同校相遇——她已牵着另一个男生的手，彼此缓步走上楼梯，而我孤身一人地擦肩走了下去......而今又已......
时已过往，何处追觅，只望前路漫漫少歧路，旧辰悠悠多怀抚。
ps：真人真事，so，禁止围观。
240,kkkkkk漏棒棒哒,回复 @梦里梦尘花 :(´･_･`)摸摸
239,LThreeYG,看完完全没心情撸作业╮(￣▽￣)╭
好羡慕有这样的竹马（￣へ￣）
238,LThreeYG,╮(￣▽￣)╭
237,梦里梦尘花,（#-_-)┯━┯没有青梅的哭了
236,MarinSuno,可惜老爸的伏笔最终没有揭开，只能让人自己想象_(:3」∠)_
235,基佬生成器,好喜欢，羡慕这样的故事
234,靡梨花#灭,（￣へ￣）大概是老了。。。看起来没一点感觉啊。。。完全是逼着自己看完的。。好吧。。看来是真的老了。。
233,邪恶的好奇心,(￣3￣)
232,spade酱,（￣▽￣）
231,点绛·墨,太可爱了！还好没错过！
230,Lumpy酱,好棒！  纯爱赛高！
