90,Sesyo,我最喜欢的电影，非常好看。看的时候再结合历史背景就会觉得很有意思
89,吳秀樹,这是删减版还是完整版
88,佩米德托凌,我最喜欢的电影...居然上首页了(=・ω・=)
87,礼攻,看到凯奇就进来了
86,LionHeartXXX,这个挺好看的
85,a10大神,我想请你喝莫洛托夫鸡尾酒
84,a10大神,2333。妈蛋为毛我发2333就太短了，楼上就发送成功了
83,ran1ran,是挺赞的
82,眼角的茉莉花,说烂片的我不知道咋想的。。。也就是张开嘴瞎哔哔，具体烂在哪里也没见有人说出来
81,早已不开弹幕了,回复 @库力帕:此评论理智。赞一个
80,早已不开弹幕了,回复 @黑纸病:第一句赞( ´_ゝ｀)
79,不要按窝的头像, 2333
78,某菜鸟,高仿idΣ(ﾟдﾟ;)
77,萝化,凯奇晚节不保…唉
76,变态的小明,回复 @黑恫谷歌:好像全是军火商提供的，连资金来源都是军火商提供的，也是十分的讽刺
75,黑纸病,“白色表示合法，黑色表示非法，我喜欢灰色”  “悲剧只有两种，得不到你想要的，得到你不想要的”  “美国的枪店比麦当劳还多”
74,Locoly,历届女盆友？小左小右充气林志玲苍老师么？～(￣▽￣～)
73,黑恫谷歌,好像当年拍的时候那一排坦克是真的坦克排成一排，当时好像还和旁边国家打了声招呼说我们拍戏呢那一排坦克是摆设
72,燃烧刀锋,(´･_･`)用几号汽油？说话(╯°口°)╯(┴—┴
71,桜飘花舞,俩个小时没有一点水分
70,excedist,我惊讶于这电影当年竟然能够公映……更惊讶于“理性”“民主”的美国大众们竟然会对它有恶评……
69,侯赛因三世,唯一一部看了三遍的电影
68,qscnkp,（￣▽￣）
67,@Akiba_東方餡掛炒粉,凯奇最烂电影？！你看看他之后的电影。。。只有更烂没有最烂。。。
不断刷新我的下限。。。
66,库力帕,也许只有军火商才是最痛恨武器的群体，因为他们离不开武器，而又知道自己在做什么，矛盾的人格。
65,啊罐子,是白幽灵传奇，白莲花是什么鬼嘛23333333
64,扶额沉思,75分钟左右看到一个弹幕令人深思。如果杀了他，那么世界将少死很多人，但私自杀人还敢说自己是正义的执法分子？。果然人类暴力与性的话题永远存在（中二脸）
63,白濱兼一,卖车的会告诉你车有危险？卖香烟的会告诉你吸烟会死？每年他们的商品比我的害死更多人，起码我的商品还有保险栓呢
62,绿眼猫殿下,毕竟美国一贯是正义的
61,绿眼猫殿下,之所以恶评如潮是因为美国人无法接受，这部电影颠覆了美国价值观。都认为凯奇是胡说八道
60,萝卜君再临人间,看看当年，再看看现在跟刘亦菲的什么白莲花，，
59,JaryChow,莱托在哪！！
58,揪酒酒,烧啊啊啊啊啊啊！
57,乔卤肉·乔巴拿,(╯°口°)╯(┴—┴强行作死
56,darthvold,回复 @2506810：
55,穂むら,这部不是凯奇拍的最烂的电影吗 当年可是恶评如潮啊
54,天♂甜♀舔♂,别闹，b站除了gay就只有玻璃和基佬了(〜￣△￣)〜
53,红美铃上校,尼古拉斯凯奇经典( ･᷄ὢ･᷅ )
52,冷场王,以后还是直接说明是自己复制过来的比较好，嗯 (´･_･`)
51,苍术samantha,(╯°口°)╯(┴—┴楼主这是你逼我的
50,膝盖被击中,(╯°口°)╯(┴—┴(╯°口°)╯(┴—┴ 砰砰砰！
49,辛德瑞拉OS,尼古拉斯最经典的电影，超爱这部
48,Neat后兹,圣母婊毁男人俗套
47,大钢门,战争之王：( ´_ゝ｀) 能死在我的脚下，是上天给予你的恩赐
46,冷月菌,2333333我就是看看评论没想到这么热闹还带篝火的~~~
45,电波男一号,当年凯奇主演的片子是多么的经典啊
44,我还不懂爱情,不烧天理难容
43,我还不懂爱情,看成战争之王2戳进来的是我一个人吗？
42,来自粪坑,看过很多遍了，这个就不看了，，
41,lostnumber04,世界观被崩坏了。
40,りっかちやん,小警察最后的表情真让人难受。。。。。。无奈
39,近战的mega赫拉,回复 @最后的舞 :因为凯奇破产了要还债（￣▽￣）所以就光看片酬不挑剧本了（￣▽￣）
38,近战的mega赫拉,骚年不作死就不会死知道吗！！！！(╯°口°)╯(┴—┴@FFF团
37,惊面兔,混蛋这不烧能行！？来B站说这话秀呢！(╯°口°)╯(┴—┴
36,coldhot3,今年被棒子超过去了。
35,吃土的MADAO,五大常任流氓
34,浦原紬,烧烧烧！！！！！！(╯°口°)╯(┴—┴
33,葬·墨Cle,顶，找了好久
32,阻止宅不能,好片！！！
31,六月有病,神剧，五大武器出口国之一某国
30,野生的提莫酱,历届女朋友(╯°口°)╯(┴—┴
29,Jozephine,神作！！！！！！！！！！！！！！！！！！！！！！！1
28,浡珏,凯奇的片子里最喜欢的一个～看了几十遍了～～带着历届女朋友都要刷几遍～～真是很喜欢～！
27,mfstudious,凯奇叔近年最后一部好片
26,萌大奶爱欧派,回复 @Neilll:你纯粹理解错误了，上面那段是我复制粘贴战争之王的一段评论的，所以才在前面加斜眼。只有最后一句才是我自己的话，所以我才会说保留个人意见！还有我家小子都十岁了，我这岁数也算大了！
25,飞天神兽,现在的凯奇完全糟老头子了，这10年变化挺大啊
24,Neilll,孩子 我不知道你哪里妄想出这部片子是什么“反战协会筹拍”“资金来源都是由军火商提供”的。 中二病发作了么？ 知道有个东西叫wikipedia吗？ 想装逼也先查查资料再说话吧。 导演和编剧拍这部片也是为了讽刺现在的世道。说是广告？这本来就是现实，拍出来就是为了告诉人们这世界是怎样在运转的。
23,Neilll,赞！ IMDB评分低了，应该上8分的。 估计是弟弟那段没处理好。
22,炜小宝233,封面不是英国那王纸么，哈哈哈哈
21,最后的舞,回复 @大兔仙人:战争之王之后凯奇大部分都是烂片 好像是因为经济问题
20,萌大奶爱欧派,回复 @才不是绅士讷 ：所以呢？不知道你要表达什么？
19,苍岑,好几年前看的 感觉还不错～_(:з」∠)_

18,才不是绅士讷,个人不能代表国家 一个国家有好战也有反战的人 (°∀°)ﾉ
17,扎里克·卡吉瓦拉,以前在pptv上看过 个人觉得很不错的电影 值得一看
16,忘川钓蓑,军火商自己拍的洗白片，中心思想为我知道这事儿不地道，但总得有人做，反正我不做别人也会做，不要怪我，要怪怪政府
15,STARZIAGER,枪是人握着的
14,近战的mega赫拉,回复 @chen1007 :那是最近十年的事（￣▽￣）
13,雨雨雨雨夜,早
12,洛河之畔,事实证明自从人类拿起石块砸向同类开始地球上就没和平过
11,嘿xitele,(°∀°)ﾉ
10,萌大奶爱欧派,→_→天真的人以为这是一部反战片，其实这是一部彻头彻尾的军火广告，当年这些摄影器材拍完电影就直接卖到利比亚了。.片中使用超过3000把AK47真枪，里面的AK47其实大部分都是56式，剧中的坦克也全是真的,而且是属于一个捷克籍的军火商人所有拍完之后就卖给了利比亚.....这片子其实挺讽刺的，虽然是由反战协会筹备拍摄，但是几乎所有的资金来源都是由军火商提供，而且这世界上高喊着和平口号维持主义的五个大国.同时他们也是世界上最大五个军火商（联合国五个常任理事国）卖的军火不计其数，但谁又会去说呢？毕竟都是国家利益.......反正作为一个中国人我保留意见！
9,GötterdämmerungApocalypse,好看的很的片子
8,小帅ypa,额额  额
7,走路屌崴折脚,最喜欢的电影
6,DDITTI,bbbbb，，
5,lorlorLorenz,回复 @大兔仙人:因为尼古拉斯经常接烂剧本
4,兔行者,为什么叫烂片之王呢
3,freak42,烂片之王的良心之作
2,Majirefy,画质感人，谢谢up主(￣3￣)
1,ParanoidSteven,Lord Of War
